id,Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_75_plus_percentage,male_percentage,TotalPermits,calgary_cer_unemployment_rate,canada_unemployment_rate,calgary_cma_average_hourly_wage_rate,CLASS_CODE,COMM_NAME,property_assessment_median
1115,FAIRVIEW,FAI,2023,3646,81,SOUTH,-114.0603609,50.98538212,2221.612726,7.705988664,1234.594849,1596.927368,6.81,50.19,30,0.06,0.053,36.4,1,FAIRVIEW,481500
1116,FALCONRIDGE,FAL,2023,10653,244,NORTHEAST,-113.945375,51.10330638,2290.434619,7.736496869,2125.566406,1864.776245,1.64,51.63,60,0.06,0.053,36.4,1,FALCONRIDGE,345500
1117,FOOTHILLS,FHI,2023,317,210,EAST,-113.9820382,50.99396303,66246.05678,11.10113122,5874.596191,5688.58252,0,95.62,85,0.06,0.053,36.4,2,"""FOOTHILLS INDUSTRIAL""",2390000
1118,FOREST HEIGHTS,FHT,2023,6496,193,EAST,-113.9687579,51.04924315,2971.059113,7.996673772,1364.313721,1983.881836,5.53,52.23,34,0.06,0.053,36.4,1,"""FOREST HEIGHTS""",338000
1119,FOREST LAWN INDUSTRIAL,FLI,2023,123,113,EAST,-113.9569699,51.02709478,91869.9187,11.42812893,3438.309082,4486.468262,6.06,79.8,15,0.06,0.053,36.4,2,"""FOREST LAWN -  INDUSTRIAL""",818500
1120,FOREST LAWN,FLN,2023,7814,420,EAST,-113.9700019,51.03784805,5374.968006,8.589507901,1992.810547,3013.663574,3.95,54.39,56,0.06,0.053,36.4,1,"""FOREST LAWN""",367500
1121,GARRISON GREEN,GAG,2023,2060,12,WEST,-114.1245263,51.00305515,582.5242718,6.367370853,4166.51123,3723.780029,8.41,45.07,5,0.06,0.053,36.4,1,"""GARRISON GREEN""",239000
1122,GARRISON WOODS,GAW,2023,3116,19,CENTRE,-114.1136145,51.01717823,609.7560976,6.413059037,2838.947754,3523.008057,11.51,44.68,15,0.06,0.053,36.4,1,"""GARRISON WOODS""",523000
1123,GLENBROOK,GBK,2023,7442,87,WEST,-114.1526948,51.02419405,1169.04058,7.063938675,1532.758667,1548.652344,5.48,47.96,72,0.06,0.053,36.4,1,GLENBROOK,469500
1124,GLENDALE,GDL,2023,2765,72,WEST,-114.1527189,51.03337139,2603.9783,7.86479567,520.671875,534.9021606,5.87,49.42,56,0.06,0.053,36.4,1,GLENDALE,600250
1125,GLAMORGAN,GLA,2023,6522,99,WEST,-114.1532273,51.0151168,1517.939282,7.325108959,2497.189453,2516.389404,6.8,48.85,45,0.06,0.053,36.4,1,GLAMORGAN,440250
1126,GREENWOOD/GREENBRIAR,GRE,2023,896,14,NORTHWEST,-114.2229707,51.08986537,1562.5,7.354042382,3792.854248,7610.522461,7.74,49.89,24,0.06,0.053,36.4,1,GREENWOOD/GREENBRIAR,230750
1127,GREENVIEW INDUSTRIAL PARK,GRI,2023,225,124,CENTRE,-114.0490587,51.0865182,55111.11111,10.91710663,4209.514648,2698.116455,48.77,36.95,17,0.06,0.053,36.4,2,"""GREENVIEW INDUSTRIAL PARK""",1020000
1128,GREENVIEW,GRV,2023,1906,52,CENTRE,-114.0574699,51.09485614,2728.226653,7.911407099,4245.778809,2425.466797,4.11,51.16,10,0.06,0.053,36.4,1,GREENVIEW,197500
1129,HAMPTONS,HAM,2023,7382,41,NORTHWEST,-114.1466842,51.14509284,555.4050393,6.319697648,4749.137695,6948.618652,6.22,49.41,28,0.06,0.053,36.4,1,HAMPTONS,759500
1130,HARVEST HILLS,HAR,2023,7420,85,NORTH,-114.052778,51.14767759,1145.552561,7.043642385,6795.574707,3226.790283,4.07,49.89,46,0.06,0.053,36.4,1,"""HARVEST HILLS""",479000
1131,HAWKWOOD,HAW,2023,9248,39,NORTHWEST,-114.1756154,51.1309781,421.7128028,6.04432452,2358.008057,7123.027344,5.65,49.8,65,0.06,0.053,36.4,1,HAWKWOOD,545000
1132,HAYSBORO,HAY,2023,7080,223,SOUTH,-114.0833402,50.97221484,3149.717514,8.05506805,902.6192017,2938.588379,6.28,49.51,73,0.06,0.053,36.4,1,HAYSBORO,484500
1133,HIDDEN VALLEY,HID,2023,11566,75,NORTH,-114.1196092,51.15193708,648.4523604,6.47458854,6115.583984,6910.256348,2.27,50.61,47,0.06,0.053,36.4,1,"""HIDDEN VALLEY""",490000
1134,HILLHURST,HIL,2023,6558,259,CENTRE,-114.093646,51.05727753,3949.374809,8.281312569,657.6994629,3831.011963,2.08,49.41,118,0.06,0.053,36.4,1,HILLHURST,434250
1135,HIGHWOOD,HIW,2023,2258,53,CENTRE,-114.0798911,51.09235942,2347.20992,7.760982634,3303.677979,1056.835693,5.97,49.84,43,0.06,0.053,36.4,1,HIGHWOOD,514500
1136,HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2023,2798,142,CENTRE,-114.1057298,51.06317954,5075.05361,8.532092367,254.5234528,3260.248779,11.04,47.62,45,0.06,0.053,36.4,1,"""HOUNSFIELD HEIGHTS/BRIAR HILL""",555500
1137,HIGHLAND PARK,HPK,2023,3838,132,CENTRE,-114.0620558,51.08801818,3439.291298,8.143020711,3440.4104,2336.817627,4.49,51.83,72,0.06,0.053,36.4,1,"""HIGHLAND PARK""",504500
1138,HUNTINGTON HILLS,HUN,2023,13420,258,NORTH,-114.0667094,51.11758229,1922.503726,7.561383639,5673.785156,2219.977783,7.5,49.44,80,0.06,0.053,36.4,1,"""HUNTINGTON HILLS""",443500
1139,INGLEWOOD,ING,2023,4024,174,CENTRE,-114.0191258,51.03414052,4324.055666,8.371949052,1130.679077,1339.703613,3.22,49.46,95,0.06,0.053,36.4,1,INGLEWOOD,385500
1140,KINCORA,KCA,2023,6889,48,NORTH,-114.1328651,51.16026671,696.7629554,6.54644526,6584.911621,8094.856445,1.67,50.29,39,0.06,0.053,36.4,1,KINCORA,537250
1141,KELVIN GROVE,KEL,2023,2305,57,SOUTH,-114.0890283,50.98988114,2472.885033,7.813140777,1687.394409,1476.067383,12.81,45.05,26,0.06,0.053,36.4,1,"""KELVIN GROVE""",837000
1142,KILLARNEY/GLENGARRY,KIL,2023,7685,170,CENTRE,-114.1317313,51.03013196,2212.101496,7.701698246,1014.663025,1558.937134,3.16,49.6,188,0.06,0.053,36.4,1,KILLARNEY/GLENGARRY,565500
1143,KINGSLAND,KIN,2023,4688,158,SOUTH,-114.0773588,50.98697675,3370.307167,8.122759167,1022.686401,1245.683228,4.17,51.04,40,0.06,0.053,36.4,1,KINGSLAND,487000
1144,LEGACY,LEG,2023,6420,101,SOUTH,-114.0059978,50.8576144,1573.208723,7.360872585,6388.015137,6627.098145,1.15,48.77,428,0.06,0.053,36.4,1,LEGACY,431000
1145,LIVINGSTON,LIV,2023,1477,83,NORTH,-114.0655067,51.18550406,5619.498984,8.63399779,10162.35059,6807.100586,1.23,49.15,697,0.06,0.053,36.4,1,LIVINGSTON,517000
1146,LAKE BONAVISTA,LKB,2023,10293,135,SOUTH,-114.0513367,50.93980339,1311.570971,7.178980912,1363.651123,3716.171387,10.71,49.93,112,0.06,0.053,36.4,1,"""LAKE BONAVISTA""",667500
1147,LAKEVIEW,LKV,2023,5355,74,WEST,-114.1296214,50.99957241,1381.886088,7.231204575,4476.213867,4038.185547,9.82,48.84,81,0.06,0.053,36.4,1,LAKEVIEW,677000
1148,LOWER MOUNT ROYAL,LMR,2023,3457,93,CENTRE,-114.0864994,51.0365032,2690.19381,7.897368518,1182.459839,3399.200195,2.58,51.61,24,0.06,0.053,36.4,1,"""LOWER MOUNT ROYAL""",227500
1149,LINCOLN PARK,LPK,2023,2617,52,WEST,-114.1299919,51.01027374,1987.008024,7.594385281,3356.365967,3438.806152,10.48,44.63,10,0.06,0.053,36.4,1,"""LINCOLN PARK""",163000
1150,MACEWAN GLEN,MAC,2023,4754,43,NORTH,-114.1152135,51.13771904,904.5014724,6.807383933,4965.489746,5306.121582,4.49,49.35,23,0.06,0.053,36.4,1,MACEWAN,478500
1151,MAYFAIR,MAF,2023,432,4,CENTRE,-114.0889557,50.99581204,925.9259259,6.830794238,1623.178711,1204.078369,7.87,50.69,4,0.06,0.053,36.4,1,MAYFAIR,1170000
1152,MAHOGANY,MAH,2023,11784,95,SOUTHEAST,-113.9246339,50.89594392,806.1778683,6.692304398,10137.93457,9534.296875,1.53,49.49,637,0.06,0.053,36.4,1,MAHOGANY,544000
1153,MAYLAND HEIGHTS,MAL,2023,5961,136,NORTHEAST,-114.0133147,51.06083346,2281.496393,7.732586819,1700.504395,1798.729858,6.75,50.27,41,0.06,0.053,36.4,1,"""MAYLAND HEIGHTS""",470500
1154,MANCHESTER,MAN,2023,1025,64,CENTRE,-114.0666538,51.00624268,6243.902439,8.739360657,1050.203735,1024.354492,2.93,59.02,20,0.06,0.053,36.4,1,MANCHESTER,209000
1155,MCKENZIE LAKE,MCK,2023,13406,74,SOUTHEAST,-113.9881872,50.91486638,551.9916455,6.313532911,5796.103027,5074.607422,2.56,50.29,83,0.06,0.053,36.4,1,"""MCKENZIE LAKE""",559000
1156,MCKENZIE TOWNE,MCT,2023,18283,173,SOUTHEAST, , ,946.2342066,6.852490114,7682.398926,6961.385742,2.93,49.23,104,0.06,0.053,36.4,1,"""MCKENZIE TOWNE""",366000
1157,MEADOWLARK PARK,MEA,2023,644,147,CENTRE,-114.0773517,50.99785784,22826.08696,10.03565933,816.1914063,375.4284058,5.8,50.63,47,0.06,0.053,36.4,1,"""MEADOWLARK PARK""",640500
1158,MIDNAPORE,MID,2023,7270,69,SOUTH,-114.057604,50.91559355,949.1059147,6.855520399,1104.305054,833.2516479,9.59,47.68,54,0.06,0.053,36.4,1,MIDNAPORE,442500
1159,MISSION,MIS,2023,4598,137,CENTRE,-114.0680826,51.03315776,2979.556329,7.999529685,529.6557617,1924.647461,6.16,47.93,33,0.06,0.053,36.4,1,MISSION,197500
1160,MILLRISE,MLR,2023,6900,65,SOUTH,-114.0849037,50.91704529,942.0289855,6.848036044,1073.380859,2121.651611,5.63,47.96,42,0.06,0.053,36.4,1,MILLRISE,389000
1161,MONTGOMERY,MON,2023,4515,187,NORTHWEST,-114.1622482,51.07107614,4141.749723,8.328873616,2770.517822,3741.958252,4.9,49.17,109,0.06,0.053,36.4,1,MONTGOMERY,499000
1162,MOUNT PLEASANT,MOP,2023,5889,162,CENTRE,-114.07603,51.07423791,2750.891493,7.919680317,1601.459473,2325.557373,2.89,51.39,121,0.06,0.053,36.4,1,"""MOUNT PLEASANT""",626000
1163,MONTEREY PARK,MOR,2023,10372,109,NORTHEAST,-113.926851,51.08145439,1050.906286,6.957408201,3865.305908,3814.747314,5.15,50.01,40,0.06,0.053,36.4,1,"""MONTEREY PARK""",440500
1164,MARLBOROUGH PARK,MPK,2023,8523,156,NORTHEAST,-113.9467171,51.0596885,1830.341429,7.512257802,2450.390137,2882.638428,4.1,51.58,40,0.06,0.053,36.4,1,"""MARLBOROUGH PARK""",394000
1165,MAPLE RIDGE,MPL,2023,1916,24,SOUTH,-114.034689,50.95763758,1252.609603,7.132984337,2814.407227,5160.57373,11.61,49.95,26,0.06,0.053,36.4,1,"""MAPLE RIDGE""",606000
1166,MARLBOROUGH,MRL,2023,9162,402,NORTHEAST,-113.9699877,51.05954228,4387.688278,8.386557779,829.4334106,1282.852783,5.52,52.58,39,0.06,0.053,36.4,1,MARLBOROUGH,399000
1167,MARTINDALE,MRT,2023,14245,286,NORTHEAST,-113.9583871,51.11791373,2007.722008,7.604756029,664.4563599,1212.288574,1.36,52.52,108,0.06,0.053,36.4,1,MARTINDALE,402000
1168,NEW BRIGHTON,NEB,2023,13103,80,SOUTHEAST,-113.9452397,50.92206607,610.5472029,6.414355609,8864.192383,8181.371094,0.72,50.36,59,0.06,0.053,36.4,1,"""NEW BRIGHTON""",513000
1169,NORTH GLENMORE PARK,NGM,2023,2391,45,WEST,-114.1122561,51.00142837,1882.057716,7.540120987,3290.15918,2847.741943,8.04,50.72,66,0.06,0.053,36.4,1,"""NORTH GLENMORE PARK""",703500
1170,NORTH HAVEN UPPER,NHU,2023,599,7,NORTH,-114.0853543,51.10440179,1168.614357,7.063574016,3596.265625,1393.364502,8.91,51.93,2,0.06,0.053,36.4,1,"""NORTH HAVEN UPPER""",540500
1171,NORTH HAVEN,NHV,2023,2359,28,NORTH,-114.0894206,51.09594155,1186.94362,7.079136896,3088.384766,766.4851685,10.75,49.83,24,0.06,0.053,36.4,1,"""NORTH HAVEN""",512500
1172,NOLAN HILL,NOL,2023,7505,42,NORTH,-114.1663172,51.17529369,559.6269154,6.327270339,6593.986816,10471.89355,0.64,49.85,102,0.06,0.053,36.4,1,"""NOLAN HILL""",642500
1173,OAKRIDGE,OAK,2023,5690,61,SOUTH,-114.1296138,50.9696628,1072.056239,6.977333802,3777.552979,5089.601563,8.71,49.31,51,0.06,0.053,36.4,1,OAKRIDGE,592500
1174,OGDEN,OGD,2023,8576,167,SOUTHEAST,-114.0124423,50.99187834,1947.294776,7.574196394,3861.442383,4304.75,5.03,53.66,61,0.06,0.053,36.4,1,OGDEN,392000
1175,PALLISER,PAL,2023,3672,39,SOUTH,-114.1121589,50.96676703,1062.091503,6.967995359,2517.656982,4438.820801,15.4,46.46,18,0.06,0.053,36.4,1,PALLISER,329500
1176,PANORAMA HILLS,PAN,2023,25710,132,NORTH,-114.0880634,51.15971101,513.4189032,6.241092087,8058.263184,6027.687988,2.28,49.5,126,0.06,0.053,36.4,1,"""PANORAMA HILLS""",571500
1177,PATTERSON,PAT,2023,4202,35,WEST,-114.1771423,51.06393988,832.9366968,6.724957645,2897.751709,3387.686279,7.8,47.16,19,0.06,0.053,36.4,1,PATTERSON,349500
1178,PINE CREEK,PCK,2023,14,13,SOUTH,-114.0678777,50.85626936,92857.14286,11.43881749,4762.862793,5648.31543, , ,394,0.06,0.053,36.4,1,"""PINE CREEK""",478000
1179,PENBROOKE MEADOWS,PEN,2023,8554,222,EAST,-113.9476872,51.04585329,2595.277063,7.861448558,2759.438721,3356.741455,4.1,52.57,39,0.06,0.053,36.4,1,"""PENBROOKE MEADOWS""",346000
1180,PINERIDGE,PIN,2023,10022,270,NORTHEAST,-113.946765,51.07425976,2694.073039,7.898809468,2449.286621,3144.901855,4.88,50.22,44,0.06,0.053,36.4,1,PINERIDGE,370500
1181,PARKDALE,PKD,2023,2566,34,CENTRE,-114.1353333,51.05994755,1325.019486,7.189182444,2011.689575,2597.321533,7.94,49.98,60,0.06,0.053,36.4,1,PARKDALE,661000
1182,PARKHILL,PKH,2023,1691,58,CENTRE,-114.0655345,51.01819229,3429.923122,8.140293127,298.7377014,2323.770508,3.38,50.15,20,0.06,0.053,36.4,1,"""PARKHILL/STANLEY PARK""",585750
1183,PARKLAND,PKL,2023,3660,30,SOUTH,-114.0285434,50.9212004,819.6721311,6.70890442,2927.963379,2701.901611,8.44,49.85,41,0.06,0.053,36.4,1,PARKLAND,657500
1184,POINT MCKAY,POI,2023,1343,13,CENTRE,-114.1461487,51.05954117,967.9821296,6.875213626,2257.198242,2411.004639,10.75,46.04,6,0.06,0.053,36.4,1,"""POINT MCKAY""",433500
1185,PUMP HILL,PUM,2023,1640,20,SOUTH,-114.1007873,50.9668277,1219.512195,7.106206218,1735.821289,3976.746826,22.34,45.6,13,0.06,0.053,36.4,1,"""PUMP HILL""",972500
1186,QUEENSLAND,QLD,2023,4743,49,SOUTH,-114.0225717,50.93822412,1033.101413,6.940320637,3290.374023,4354.193848,4.89,50.83,28,0.06,0.053,36.4,1,QUEENSLAND,423250
1187,QUEENS PARK VILLAGE,QPK,2023,455,12,CENTRE,-114.0776068,51.08514446,2637.362637,7.877534696,2628.644043,1417.362549,0,48.99, ,0.06,0.053,36.4,1,"""QUEENS PARK VILLAGE""",3655000
1188,RAMSAY,RAM,2023,2158,58,CENTRE,-114.0425323,51.03641206,2687.673772,7.89643133,1051.625732,690.7490234,2.29,52.38,28,0.06,0.053,36.4,1,RAMSAY,540500
1189,RANCHLANDS,RAN,2023,7607,86,NORTHWEST,-114.183647,51.11917908,1130.537663,7.030448606,1641.81604,6899.024414,3.21,49.79,33,0.06,0.053,36.4,1,RANCHLANDS,395500
1190,ROSSCARROCK,RCK,2023,3625,179,WEST,-114.1454859,51.04328787,4937.931034,8.504701704,724.9916382,710.2645874,3.15,49.05,74,0.06,0.053,36.4,1,ROSSCARROCK,578500
1191,ROSEDALE,RDL,2023,1560,26,CENTRE,-114.0782071,51.06268666,1666.666667,7.418580903,835.0904541,3434.749512,4.33,50.42,23,0.06,0.053,36.4,1,ROSEDALE,1010000
1192,RED CARPET,RED,2023,1594,47,EAST,-113.9389258,51.04258063,2948.557089,7.989071207,3474.682373,4071.279785,7.24,51.98,10,0.06,0.053,36.4,1,"""RED CARPET/MOUNTVIEW MOBILE PARK""",127500
1193,RENFREW,REN,2023,6582,222,CENTRE,-114.039169,51.05965316,3372.835005,8.123508917,1181.789551,3229.345703,2.43,49.22,117,0.06,0.053,36.4,1,RENFREW,468500
1194,RICHMOND,RIC,2023,4962,126,CENTRE,-114.1184203,51.02971029,2539.29867,7.839643208,1408.832642,2489.895996,2.93,51.05,107,0.06,0.053,36.4,1,RICHMOND,660000
1195,RIDEAU PARK,RID,2023,594,7,CENTRE,-114.0741618,51.02487577,1178.451178,7.071956295,1216.763672,2549.429688,7.42,48.57,12,0.06,0.053,36.4,1,"""RIDEAU PARK""",364750
1196,RIVERBEND,RIV,2023,9244,95,SOUTHEAST,-114.0184303,50.97601886,1027.693639,6.935072385,3915.531494,4455.217285,3.52,50.44,59,0.06,0.053,36.4,1,RIVERBEND,477500
1197,ROSEMONT,RMT,2023,1254,24,CENTRE,-114.0900331,51.0783942,1913.875598,7.556885574,1609.568237,1614.646973,6.95,50.2,14,0.06,0.053,36.4,1,ROSEMONT,669500
1198,ROCKY RIDGE,ROC,2023,8398,36,NORTHWEST,-114.2459079,51.14407648,428.6734937,6.060695542,1519.866943,12167.25195,6.09,48.57,62,0.06,0.053,36.4,1,"""ROCKY RIDGE""",443000
1199,ROXBORO,ROX,2023,422,6,CENTRE,-114.0676448,51.02619585,1421.800948,7.25967962,881.3292236,2070.482422,6.16,53.55,4,0.06,0.053,36.4,1,ROXBORO,1360000
1200,ROYAL OAK,ROY,2023,11706,48,NORTHWEST,-114.2197619,51.14266073,410.0461302,6.016269666,1430.984985,10388.00098,2.25,48.75,60,0.06,0.053,36.4,1,"""ROYAL OAK""",555500
1201,REDSTONE,RSN,2023,5848,70,NORTHEAST,-113.9575028,51.17044617,1196.990424,7.087565706,5016.906738,5193.219238,0.81,50.5,201,0.06,0.053,36.4,1,REDSTONE,524000
1202,RUNDLE,RUN,2023,11688,279,NORTHEAST,-113.9700581,51.07423997,2387.063655,7.777819293,835.1165161,1794.106567,3.7,51.16,34,0.06,0.053,36.4,1,RUNDLE,420500
1203,RUTLAND PARK,RUT,2023,2263,43,WEST,-114.1373606,51.01899099,1900.132567,7.549678935,2046.328857,2195.852783,12.04,48.3,21,0.06,0.053,36.4,1,"""RUTLAND PARK""",617000
1204,SADDLE RIDGE,SAD,2023,22321,315,NORTHEAST,-113.9456225,51.13057324,1411.227096,7.252214885,569.2139893,684.8634033,1.74,50.23,568,0.06,0.053,36.4,1,"""SADDLE RIDGE""",476500
1205,SANDSTONE VALLEY,SAN,2023,5904,57,NORTH,-114.0949625,51.13773284,965.4471545,6.872591367,5968.245117,4999.72168,5.71,49.4,18,0.06,0.053,36.4,1,"""SANDSTONE VALLEY""",478250
1206,SCARBORO,SCA,2023,931,23,CENTRE,-114.1071798,51.04076553,2470.461869,7.812160404,720.8254395,3107.416504,4.2,51.78,9,0.06,0.053,36.4,1,SCARBORO,965000
1207,SCENIC ACRES,SCE,2023,8067,56,NORTHWEST,-114.217341,51.11270751,694.1861907,6.542740211,1314.463623,8851.4375,7.54,49.37,37,0.06,0.053,36.4,1,"""SCENIC ACRES""",590500
1208,SUNDANCE,SDC,2023,9736,69,SOUTH,-114.0420671,50.90164565,708.7099425,6.563446335,1910.383179,1343.384277,3.62,49.74,58,0.06,0.053,36.4,1,SUNDANCE,542000
1209,SETON,SET,2023,1134,152,SOUTHEAST,-113.9479312,50.87415766,13403.88007,9.503299502,8981.915039,8671.402344,16.4,42.55,416,0.06,0.053,36.4,1,SETON,233000
1210,SAGE HILL,SGH,2023,7924,106,NORTH,-114.1406861,51.17561697,1337.708228,7.198713151,7488.675781,9857.833008,2.12,48.06,309,0.06,0.053,36.4,1,"""SAGE HILL""",331250
1211,SHAGANAPPI,SHG,2023,1626,72,CENTRE,-114.1266523,51.04521136,4428.04428,8.395713294,410.0424194,1902.756104,2.72,50.53,66,0.06,0.053,36.4,1,SHAGANAPPI,529000
1212,SHEPARD INDUSTRIAL,SHI,2023,255,71,SOUTHEAST,-113.9927864,50.96149446,27843.13725,10.2343418,5780.375,6851.881836,9.61,55.02,26,0.06,0.053,36.4,2,"""SHEPARD INDUSTRIAL""",685000
1213,SHAWNESSY,SHN,2023,9368,221,SOUTH,-114.0739255,50.90337066,2359.094791,7.766033261,588.8694458,1086.448608,4.67,50.1,57,0.06,0.053,36.4,1,SHAWNESSY,448000
1214,SHAWNEE SLOPES,SHS,2023,1911,58,SOUTH,-114.085803,50.9261889,3035.060178,8.017986531,955.4318237,2843.977295,15.01,46.38,40,0.06,0.053,36.4,1,"""SHAWNEE SLOPES""",295750
1215,SHERWOOD,SHW,2023,6246,46,NORTH,-114.1520001,51.15999092,736.4713417,6.601870324,5618.982422,8633.541016,1.75,49.51,75,0.06,0.053,36.4,1,SHERWOOD,673750
1216,SIGNAL HILL,SIG,2023,13395,159,WEST,-114.179907,51.02326017,1187.010078,7.079192885,1727.736816,2607.82373,9.72,47.38,64,0.06,0.053,36.4,1,"""SIGNAL HILL""",621000
1217,SILVER SPRINGS,SIL,2023,8679,84,NORTHWEST,-114.1962818,51.10427454,967.8534393,6.87508067,1817.523804,7209.048828,6.37,49.4,80,0.06,0.053,36.4,1,"""SILVER SPRINGS""",563500
1218,SKYVIEW RANCH,SKR,2023,11707,159,NORTHEAST,-113.9583746,51.15612673,1358.161784,7.213887435,3456.336914,3651.623291,2.27,49,67,0.06,0.053,36.4,1,"""SKYVIEW RANCH""",198500
1219,SUNALTA,SNA,2023,3239,156,CENTRE,-114.1014859,51.04295989,4816.301328,8.479761553,263.603302,3534.115234,0.68,52.37,27,0.06,0.053,36.4,1,SUNALTA,197500
1220,SOUTH CALGARY,SOC,2023,4442,139,CENTRE,-114.1020747,51.02680215,3129.221072,8.048539394,2013.035156,3673.001709,1.71,49.7,89,0.06,0.053,36.4,1,"""SOUTH CALGARY""",331500
1221,SOMERSET,SOM,2023,8543,79,SOUTH,-114.0813808,50.89891142,924.7337001,6.829505804,868.0823364,1771.955811,4.64,49.45,35,0.06,0.053,36.4,1,SOMERSET,445250
1222,SOUTHVIEW,SOV,2023,1805,116,EAST,-113.9973392,51.03415221,6426.592798,8.768199785,1402.619019,2894.744385,8.78,53.83,14,0.06,0.053,36.4,1,SOUTHVIEW,422500
1223,SOUTHWOOD,SOW,2023,6246,276,SOUTH,-114.0831943,50.95775881,4418.82805,8.393629793,718.708252,4504.696777,6.09,50.01,84,0.06,0.053,36.4,1,SOUTHWOOD,471500
1224,SPRINGBANK HILL,SPH,2023,9943,80,WEST, , ,804.586141,6.690328035,1889.054443,4179.947754,2.9,49.76,137,0.06,0.053,36.4,1,"""SPRINGBANK HILL""",691500
1225,SPRUCE CLIFF,SPR,2023,4673,68,WEST,-114.1362778,51.04865971,1455.167986,7.282876627,903.9477539,1543.843506,6.71,46.86,44,0.06,0.053,36.4,1,"""SPRUCE CLIFF""",193500
1226,SADDLE RIDGE INDUSTRIAL,SRI,2023,25,51,NORTHEAST,-113.9757297,51.12518951,204000,12.22587527,995.5325928,2180.80835, , ,9,0.06,0.053,36.4,2,"""SADDLE RIDGE INDUSTRIAL""",732250
1227,SUNNYSIDE,SSD,2023,4230,138,CENTRE,-114.0790291,51.05641953,3262.411348,8.090221878,375.8202209,4017.590576,1.97,48.76,15,0.06,0.053,36.4,1,SUNNYSIDE,281500
1228,SCARBORO/ SUNALTA WEST,SSW,2023,401,6,CENTRE,-114.114882,51.04220032,1496.259352,7.310723507,710.1702271,2595.236328,7.38,51.91,5,0.06,0.053,36.4,1,"""SCARBORO/SUNALTA WEST""",832500
1229,ST. ANDREWS HEIGHTS,STA,2023,1795,95,CENTRE,-114.1274373,51.06391056,5292.479109,8.574042056,1140.519165,3323.75415,17.07,47.96,16,0.06,0.053,36.4,1,"""ST. ANDREWS HEIGHTS""",862500
1230,STRATHCONA PARK,STR,2023,6855,47,WEST,-114.1775868,51.04741014,685.6309263,6.530339475,1166.03186,2098.678711,4.87,48.98,33,0.06,0.053,36.4,1,"""STRATHCONA PARK""",691500
1231,SUNRIDGE,SUN,2023,11,397,NORTHEAST,-113.9917006,51.0742216,3609090.909,15.09896647,720.0309448,1329.544312, , ,50,0.06,0.053,36.4,2,SUNRIDGE,960500
1232,SILVERADO,SVO,2023,7655,42,SOUTH,-114.0712978,50.8829888,548.6610059,6.307480775,1797.299072,2773.337402,1.31,49.61,125,0.06,0.053,36.4,1,SILVERADO,488000
1233,TARADALE,TAR,2023,19026,174,NORTHEAST,-113.9340021,51.11794016,914.5380006,6.81841902,1312.21521,1031.005127,1.55,52.14,97,0.06,0.053,36.4,1,TARADALE,429250
1234,TEMPLE,TEM,2023,10977,193,NORTHEAST,-113.9467677,51.08879459,1758.221736,7.4720582,2463.013916,2205.105469,2.85,51.1,41,0.06,0.053,36.4,1,TEMPLE,403000
1235,THORNCLIFFE,THO,2023,8788,214,NORTH,-114.0687804,51.10310303,2435.138826,7.797759046,4570.599609,2225.55249,6.51,50.56,71,0.06,0.053,36.4,1,THORNCLIFFE,447500
1236,TUSCANY,TUS,2023,19884,118,NORTHWEST,-114.2408862,51.12191109,593.4419634,6.385939422,1443.759521,10721.56641,2.77,49.23,88,0.06,0.053,36.4,1,TUSCANY,606500
1237,TUXEDO PARK,TUX,2023,5326,235,CENTRE,-114.0610449,51.07421777,4412.316936,8.392155213,2448.261963,3067.821533,4.33,50.18,90,0.06,0.053,36.4,1,"""TUXEDO PARK""",499000
1238,UPPER MOUNT ROYAL,UMR,2023,2478,49,CENTRE,-114.0850257,51.02997368,1977.40113,7.589538701,1841.365356,3232.914307,5.67,51.32,29,0.06,0.053,36.4,1,"""UPPER MOUNT ROYAL""",1550000
1239,UNIVERSITY DISTRICT,UND,2023,705,36,NORTHWEST,-114.1449648,51.07385412,5106.382979,8.538246601,1684.162354,4000.280518,0,51.65,33,0.06,0.053,36.4,1,"""UNIVERSITY DISTRICT""",10000
1240,UNIVERSITY HEIGHTS,UNI,2023,2921,42,NORTHWEST,-114.1330866,51.07040418,1437.863745,7.270913781,1227.028564,3563.725342,5.08,51.05,36,0.06,0.053,36.4,1,"""UNIVERSITY HEIGHTS""",881500
1241,UNIVERSITY OF CALGARY,UOC,2023,2367,28,NORTHWEST,-114.1299338,51.07502079,1182.931981,7.075751366,740.8067017,3067.443359,0,47.86,9,0.06,0.053,36.4,1,"""UNIVERSITY OF CALGARY""",1090000
1242,VALLEY RIDGE,VAL,2023,5585,21,WEST,-114.2512974,51.09538869,376.007162,5.929608191,4330.820313,9438.545898,6.11,49.38,29,0.06,0.053,36.4,1,"""VALLEY RIDGE""",670000
1243,VARSITY,VAR,2023,12874,213,NORTHWEST,-114.1625068,51.09605377,1654.497437,7.411252578,815.095459,4741.008789,12.74,48.96,134,0.06,0.053,36.4,1,VARSITY,486000
